2023-02-11 14:58:25,82.0,102.0
2023-02-11 14:58:26,82.0,102.0
2023-02-11 14:58:27,82.0,102.0
2023-02-11 14:58:28,82.0,102.0
2023-02-11 14:58:29,82.0,102.0
2023-02-11 14:58:30,82.0,102.0
2023-02-11 14:58:31,82.0,102.0
2023-02-11 14:58:32,82.0,102.0
2023-02-11 14:58:33,82.0,102.0
2023-02-11 14:58:34,82.0,102.0
2023-02-11 14:58:35,82.0,102.0
2023-02-11 14:58:36,82.0,102.0
2023-02-11 14:58:37,82.0,102.0
2023-02-11 14:58:38,82.0,102.0
2023-02-11 14:58:39,82.0,102.0
2023-02-11 14:58:40,82.0,102.0
2023-02-11 14:58:41,82.0,102.0
2023-02-11 14:58:42,82.0,102.0
2023-02-11 14:58:43,82.0,102.0
2023-02-11 14:58:44,82.0,102.0
2023-02-11 14:58:45,82.0,102.0
